_id,Manufacturer Type (Type de fabricant),Manufacturer Name (Nom du fabricant),Manufacturer's Brand (Marque du fabricant)
1388,Microbrewer,Tankhouse Developments Inc. o/a Signal Brewing Company,Signal OHM
1389,Microbrewer,Tankhouse Developments Inc. o/a Signal Brewing Company,Signal Byte
1390,Microbrewer,Tankhouse Developments Inc. o/a Signal Brewing Company,Signal Radiotube
1391,Microbrewer,Tankhouse Developments Inc. o/a Signal Brewing Company,Signal Woofer
1392,Microbrewer,Tankhouse Developments Inc. o/a Signal Brewing Company,Signal Gammaray
1393,Microbrewer,Taps Brewing Company Inc,Bock Lager
1394,Microbrewer,Taps Brewing Company Inc,Charleston Lager
1395,Microbrewer,Taps Brewing Company Inc,Chuck Norris IPA
1396,Microbrewer,Taps Brewing Company Inc,Dunkel Lager
1397,Microbrewer,Taps Brewing Company Inc,Rosberg's Porter
1398,Microbrewer,Taps Brewing Company Inc,Rye Knot Pale Ale
1399,Microbrewer,Taps Brewing Company Inc,Taps Premium Lager
1400,Microbrewer,Taps Brewing Company Inc,Taps Red Cream Ale
1401,Microbrewer,Taps Brewing Company Inc,Vanilla Wheat
1402,Microbrewer,TBGOLF Inc.,Triple Bogey Brewing Co. Premium Lager
1403,Microbrewer,Tecumseh Brewing Co. Ltd.,Simple Man Stout
1404,Microbrewer,Tecumseh Brewing Co. Ltd.,Smooth Hoperator Pale Ale
1405,Microbrewer,Tecumseh Brewing Co. Ltd.,Helle's Yeah Lager
1406,Microbrewer,Tecumseh Brewing Co. Ltd.,Sprint Fling Wheat
1407,Microbrewer,Tecumseh Brewing Co. Ltd.,Girl Next Door Blonde
1408,Microbrewer,Tecumseh Brewing Co. Ltd.,Old Comrade Amber Ale
1409,Microbrewer,Tecumseh Brewing Co. Ltd.,Day Tripper IPA
1410,Microbrewer,Tecumseh Brewing Co. Ltd.,Big Harvest Dark Wheat
1411,Microbrewer,Tecumseh Brewing Co. Ltd.,Black Hop Down IPA
1412,Microbrewer,Tecumseh Brewing Co. Ltd.,Cranky Bastard Rye PA
1413,Microbrewer,Tecumseh Brewing Co. Ltd.,No Nonsense Lagered Ale
1414,Microbrewer,Test Batches Brewery Inc. o/a Test Batches Brewery,Test Batches
1415,Microbrewer,The Bandito Group Inc. o/a Banditos,
1416,Microbrewer,The Beerded Dog Brewing Company Inc.,Lager
1417,Microbrewer,The Beerded Dog Brewing Company Inc.,Stout
1418,Microbrewer,The Beerded Dog Brewing Company Inc.,Blonde Ale
1419,Microbrewer,The Beerded Dog Brewing Company Inc.,Red Ale
1420,Microbrewer,The Beerded Dog Brewing Company Inc.,Wheat Beer
1421,Microbrewer,The Blue Elephant Inc.,Pilsner (European Style)
1422,Microbrewer,The Blue Elephant Inc.,Lite Lager
1423,Microbrewer,The Blue Elephant Inc.,American Pale Ale
1424,Microbrewer,The Blue Elephant Inc.,Norfolk County Seasonal Series
1425,Microbrewer,The Bunkie Brewing Company Inc.,Bunkie Blonde
1426,Microbrewer,The Clocktower Brew Pub Ltd.,Bytown Brown
1427,Microbrewer,The Clocktower Brew Pub Ltd.,Fenian Red
1428,Microbrewer,The Clocktower Brew Pub Ltd.,Kolsch
1429,Microbrewer,The Clocktower Brew Pub Ltd.,Raspberry Wheat
1430,Microbrewer,The Clocktower Brew Pub Ltd.,Wishart's Bitter
1431,Microbrewer,The Collingwood Brewery Ltd.,Downhill Pale Ale
1432,Microbrewer,The Collingwood Brewery Ltd.,Fireside ESB
1433,Microbrewer,The Covered Bridge Brewing Company Inc.,Covered Bridge Double-Double
1434,Microbrewer,The Covered Bridge Brewing Company Inc.,Eternally Hoptimistic
1435,Microbrewer,The Covered Bridge Brewing Company Inc.,The Dirty Blonde
1436,Microbrewer,The Covered Bridge Brewing Company Inc.,The Amber Rose
1437,Microbrewer,The Covered Bridge Brewing Company Inc.,MSB
1438,Microbrewer,The Exchange Brewery Inc.,
1439,Microbrewer,The George Brew House & Eatery Incorporated o/a The George Brew House & Eatery  ,Founders Kolsch
1440,Microbrewer,The George Brew House & Eatery Incorporated o/a The George Brew House & Eatery  ,G5 Pale Ale
1441,Microbrewer,The George Brew House & Eatery Incorporated o/a The George Brew House & Eatery  ,Boraland & Roe Tavern Ale
1442,Microbrewer,The George Brew House & Eatery Incorporated o/a The George Brew House & Eatery  ,Urban Renewal-Kolsh
1443,Microbrewer,The George Brew House & Eatery Incorporated o/a The George Brew House & Eatery  ,Atoca Cranberry Sour
1444,Microbrewer,The George Brew House & Eatery Incorporated o/a The George Brew House & Eatery  ,The Darkest One - Oatmeal Stout
1445,Microbrewer,The George Brew House & Eatery Incorporated o/a The George Brew House & Eatery  ,Apple Jack Frost - Apple Spice
1446,Microbrewer,The George Brew House & Eatery Incorporated o/a The George Brew House & Eatery  ,Doble Fina - Blood Orange & Herb Saison
1447,Microbrewer,The George Brew House & Eatery Incorporated o/a The George Brew House & Eatery  ,Fear of the Dark - Coffee Chocolate Porter
1448,Microbrewer,The Granite Brewery Ontario Inc.,Best Bitter
1449,Microbrewer,The Granite Brewery Ontario Inc.,Best Bitter Specials
1450,Microbrewer,The Granite Brewery Ontario Inc.,Gin Lane Ale
1451,Microbrewer,The Granite Brewery Ontario Inc.,Hopping Mad
1452,Microbrewer,The Granite Brewery Ontario Inc.,IPA
1453,Microbrewer,The Granite Brewery Ontario Inc.,Keefe's Irish Stout
1454,Microbrewer,The Granite Brewery Ontario Inc.,Peculiar
1455,Microbrewer,The Granite Brewery Ontario Inc.,Ringberry
1456,Microbrewer,The Granite Brewery Ontario Inc.,Ringwood
1457,Microbrewer,The Granite Brewery Ontario Inc.,Summer Ale
1458,Microbrewer,The Grove Brewing Corporation,Division IPA
1459,Microbrewer,The Grove Brewing Corporation,Clubhouse Stout
1460,Microbrewer,The Grove Brewing Corporation,Workhorse Brown
1461,Microbrewer,The Grove Brewing Corporation,Peachy Motherpucker
1462,Microbrewer,The Grove Brewing Corporation,Salted Caramel Porter
1463,Microbrewer,The Grove Brewing Corporation,1933 Marzen
1464,Microbrewer,The Grove Brewing Corporation,Ctrl Alt Delete
1465,Microbrewer,The Grove Brewing Corporation,Champale
1466,Microbrewer,The Grove Brewing Corporation,O'Donovan's Red Lager
1467,Microbrewer,The Grove Brewing Corporation,Paradise Lager
1468,Microbrewer,The Grove Brewing Corporation,Westcott Cream Ale
1469,Microbrewer,The Grove Brewing Corporation,George The Ghost
1470,Microbrewer,The Grove Brewing Corporation,Lupulin Express APA
1471,Microbrewer,The Kensington Brewing Company,Augusta Ale
1472,Microbrewer,The Kensington Brewing Company Inc.,Baldwin FishEYE-PA
1473,Microbrewer,The Kensington Brewing Company Inc.,Fruitstand Watermelon Wheat
1474,Microbrewer,The Kensington Brewing Company Inc.,The Fundamental
1475,Microbrewer,The Kensington Brewing Company Inc.,High Maintenance
1476,Microbrewer,The Kensington Brewing Company Inc.,Wit Way Scoo-Tea Go?
1477,Microbrewer,The Kensington Brewing Company Inc.,Bitterly Rye'Teous
1478,Microbrewer,The Kensington Brewing Company Inc.,Coco Beware
1479,Microbrewer,The Local Brewery Inc. o/a The Local Brewery Inc.,Hinch 1963
1480,Microbrewer,The Local Brewery Inc. o/a The Local Brewery Inc.,Lowery Mills Ale
1481,Microbrewer,The Napanee Beer Company Inc.,DEADLINE Premium Lager
1482,Microbrewer,The Napanee Beer Company Inc.,BLACKLIST Black German Lager
1483,Microbrewer,The Napanee Beer Company Inc.,MAYDAY Belgian Pale Ale
1484,Microbrewer,The Napanee Beer Company Inc.,EXTREMIST Belgian Pale Ale
1485,Microbrewer,The Partnership of John Philip Davis and Edward Michael Carter o/a Danforth Brewery,Viaduct IPA
1486,Microbrewer,The Partnership of John Philip Davis and Edward Michael Carter o/a Danforth Brewery,Riverdale Lagered Ale
1487,Microbrewer,The Second Wedge Brewing Co.,Elgin Blonde
1488,Microbrewer,The Second Wedge Brewing Co.,Monday Night Piper
1489,Microbrewer,The Second Wedge Brewing Co.,Rain Maker
1490,Microbrewer,The Second Wedge Brewing Co.,3 Rocks
1491,Microbrewer,Third Moon Brewing Company Incorporated o/a Third Moon Brewing Company,Cut Me Down - IPA
1492,Microbrewer,Third Moon Brewing Company Incorporated o/a Third Moon Brewing Company,Sin by Silence - IPA
1493,Microbrewer,Third Moon Brewing Company Incorporated o/a Third Moon Brewing Company,Bone Tree - IPA
1494,Microbrewer,Third Moon Brewing Company Incorporated o/a Third Moon Brewing Company,Blood Dimmed Tide - IPA
1495,Microbrewer,Third Moon Brewing Company Incorporated o/a Third Moon Brewing Company,Each Beast A God ñ Stout
1496,Microbrewer,Timothy Vander Meer o/a Vander Beer,
1497,Microbrewer,Together We're Bitter Co-Operative Brewing Inc.,Maggie's Farm (Pale Ale)
1498,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Ale X (Extra Special Bitter)
1499,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,The Sparrow (Blonde Ale)
1500,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,American Brown (Brown Ale)
1501,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Better Late (Pale Ale)
1502,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Black Jack (Black IPA)
1503,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Wit the Hell (Belgian Wit)
1504,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Pullman (Porter)
1505,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Illusions of Someday (Double IPA)
1506,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Libre (White IPA)
1507,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Jagged Little Pils (German Pilsner)
1508,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Night\Shift (Black Pale Ale)
1509,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Pumpkin Rie (Pumpkin Ale)
1510,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Heritage (Cream Ale)
1511,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Hydrocut (Session IPA)
1512,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Milky McMilkface (Milk Stout)
1513,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Wobbly Wheel (IPA)
1514,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,The Antidote (Oktoberfest Lager)
1515,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Bitter Harvest (IPA)
1516,Microbrewer,Together We're Bitter Co-Operative Brewing Inc. ,Oaty McOatface (Oatmeal Stout)
1517,Microbrewer,Tooth and Nail Brewing Inc,Stamina
1518,Microbrewer,Tooth and Nail Brewing Inc,Rabble-Rouser
1519,Microbrewer,Tooth and Nail Brewing Inc,Vim & Vigor
1520,Microbrewer,Tooth and Nail Brewing Inc,Fortitude
1521,Microbrewer,Tooth and Nail Brewing Inc,Tenacity
1522,Microbrewer,Tooth and Nail Brewing Inc,Pernicious
1523,Microbrewer,Top Dog Brewing Company Inc.  o/a Top Dog Brewing Company ,Top Dog Brewing Company 
1524,Microbrewer,Town Brewery Inc. o/a Town Brewery ,
1525,Microbrewer,Trestle Brewing Company Limited,Trestle Golden Ale
1526,Microbrewer,Trevor Mathew Yvon Lehoux o/a Skeleton Park Brewery,Skeleton Amber
1527,Microbrewer,True History Brewing Ltd. o/a True History Brewing ,
1528,Microbrewer,Turkey Shoot Brewing Corporation o/a Turkey Shoot Brewing Co.,
1529,Microbrewer,TVBC Holdings Inc (the Publication House Brewery),Eight or Better Belgium
1530,Microbrewer,TVBC Holdings Inc (the Publication House Brewery),Head of the Fest Lager
1531,Microbrewer,TVBC Holdings Inc (the Publication House Brewery),Henry's Irish Ale
1532,Microbrewer,TVBC Holdings Inc (the Publication House Brewery),O.C Rouse Wheat Ale
1533,Microbrewer,TVBC Holdings Inc (the Publication House Brewery),Publican House Ale
1534,Microbrewer,TVBC Holdings Inc (the Publication House Brewery),Square Nail Pale Ale
1535,Microbrewer,TVBC Holdings Inc (the Publication House Brewery),Stonewall Stout
1536,Microbrewer,Twas Now Brewing Inc. o/a Twas Now Brewing,
1537,Microbrewer,Twenty Bench Brewing Company Inc.,Bench IPA
1538,Microbrewer,Twenty Bench Brewing Company Inc.,Bench 20 Mile Saison
1539,Microbrewer,Twenty Bench Brewing Company Inc.,Bench Wheat
1540,Microbrewer,Two Loons Brewing Ltd. o/a Two Loons Brewing ,
1541,Microbrewer,United Craft Inc. o/a United Craft,Old Tomorrow
1542,Microbrewer,United Craft Inc. o/a United Craft,Double Trouble
1543,Microbrewer,United Craft Inc. o/a United Craft,Eden Grove Cider
1544,Microbrewer,United Craft Inc. o/a United Craft,Moi Radlers
1545,Microbrewer,United Craft Inc. o/a United Craft,Highlander
1546,Microbrewer,Upper Thames Brewing Company Limited,
1547,Microbrewer,Viewpoint Estate Winery Inc.,
1548,Microbrewer,Vimy Brewing Company Ltd.,Vimy Cream Ale (Canadian)
1549,Microbrewer,Vimy Brewing Company Ltd. ,Vimy Red Ale (Irish)
1550,Microbrewer,Vimy Brewing Company Ltd. ,Vimy Pale Ale (American)
1551,Microbrewer,Waller St. Brewing Inc.,Speakeasy Red
1552,Microbrewer,Waller St. Brewing Inc.,Bootleg Blonde
1553,Microbrewer,Waller St. Brewing Inc.,Moonlight Porter
1554,Microbrewer,Wasaga Beach Brewing Co.,Beach One Cerveza
1555,Microbrewer,Wave Maker Craft Brewery Inc. o/a Wave Maker Craft Brewery,
1556,Microbrewer,Wayne & Keith Saunders o/a Jackass Brewing,
1557,Microbrewer,Weatherhead Brew Co. Ontario Inc. o/a Weatherhead Brew Co. ,
1558,Microbrewer,Wellington County Brewery Inc.,Arkell Best Bitter
1559,Microbrewer,Wellington County Brewery Inc.,Imperial Russian Stout
1560,Microbrewer,Wellington County Brewery Inc.,Silver Selection
1561,Microbrewer,Wellington County Brewery Inc.,Silver Wheat Ale
1562,Microbrewer,Wellington County Brewery Inc.,Trailhead Premium Lager
1563,Microbrewer,Wellington County Brewery Inc.,Wellington County Dark Ale
1564,Microbrewer,Wellington County Brewery Inc.,Wellington Iron Duke Strong Ale
1565,Microbrewer,Wellington County Brewery Inc.,Wellington Special Pale Ale
1566,Microbrewer,Westport Brewing Company Inc. o/a Westport Brewing Co.,Upper Rideau Blonde 
1567,Microbrewer,Westport Brewing Company Inc. o/a Westport Brewing Co.,Lakeside Lager
1568,Microbrewer,Westport Brewing Company Inc. o/a Westport Brewing Co.,Beaver Pond Brown 
1569,Microbrewer,Whiprsnapr Brewing Co. Inc.,The Root of Evil
1570,Microbrewer,Whiprsnapr Brewing Co. Inc.,Carolanne
1571,Microbrewer,Whiprsnapr Brewing Co. Inc.,Inuckshuck
1572,Microbrewer,Whiprsnapr Brewing Co. Inc.,F'N'L'
1573,Microbrewer,Whiprsnapr Brewing Co. Inc.,The Mick and Blueberry Pancakes
1574,Microbrewer,Whiprsnapr Brewing Co. Inc.,Black Sunshine
1575,Microbrewer,WhiskeyJack Beer Company Ltd.,Ta-Beer-Wit - Belgian Wibier
1576,Microbrewer,WhiskeyJack Beer Company Ltd.,Abitibi Amber - American Amber Ale
1577,Microbrewer,Whitewater Brewing Company,IPA
1578,Microbrewer,Whitewater Brewing Company,English Style Bitter (ESP)
1579,Microbrewer,Whitewater Brewing Company,Stout
1580,Microbrewer,Whitewater Brewing Company,Blonde
1581,Microbrewer,Wilda Inc. o/a Wilda,Wilda Blueberry Millet
1582,Microbrewer,Willibald Farm Distillery Limited o/a Willibald Farm Distillery,
1583,Microbrewer,WISHBONE BREWING COMPANY LTD. o/a WISHBONE BREWING COMPANY ,
1584,Microbrewer,Wood Brothers Brewing Company Ltd. o/a Wood Brothers Brewing,
1585,Microbrewer,Woodhouse Brewing Co. Inc. o/a Woodhouse Brewing Co.,
1586,Microbrewer,Wrinkly Bear Brewing Company,Lager
1587,Microbrewer,Wrinkly Bear Brewing Company,Pale Ale
1588,Microbrewer,Wrinkly Bear Brewing Company,IPA
1589,Microbrewer,Wrinkly Bear Brewing Company,Stout
1590,Microbrewer,Wrinkly Bear Brewing Company Inc. o/a Wrinkly Bear Brewing Company Inc.,
1591,Microbrewer,Yates Street Brewing Company Inc. o/a Coldbreak Brewing,
1592,Microbrewers,Aure Wines GP Inc. o/a  Aure Wines GP Inc.,
1593,Mirobrewer,Chad Hagstrom o/a Dusk to Dawn Brewing Company,Celebration stout desserts milk stout
